Id,SalePrice
1461,122828.02161685313
1462,179932.3124065462
1463,180349.20802058937
1464,193521.09211720448
1465,195659.97585613202
1466,165507.0606657843
1467,168150.13920180412
1468,155316.27871775924
1469,225749.36400018013
1470,91317.31628643227
1471,207785.27022085965
1472,82753.20168259687
1473,80014.76351909828
1474,158636.41896205657
1475,89069.92859217734
1476,333930.3336435555
1477,248925.59048732583
1478,290537.2378867222
1479,286843.3262992598
1480,396538.82655698236
1481,296843.12889546156
1482,218005.183161638
1483,184452.43189771462
1484,174675.48640266585
1485,217212.467078855
1486,216287.3103009465
1487,308104.56057418464
1488,234972.0791784269
1489,206178.2195800127
1490,233845.03139249477
1491,216348.08995677342
1492,105454.02192390739
1493,221984.2386850795
1494,282394.79777249484
1495,272102.040213456
1496,251220.00653713403
1497,175516.5831112574
1498,183563.49731311947
1499,171333.85173562146
1500,155112.81683625735
1501,181020.61385962658
1502,150460.26720891404
1503,312503.7606043322
1504,242969.20847271648
1505,224274.3789055279
1506,196503.1253775359
1507,250336.4521344199
1508,219817.74010296524
1509,164028.3840114841
1510,143381.79739772133
1511,150992.4678597813
1512,174521.79694585822
1513,133388.32974848885
1514,161216.050010479
1515,203725.21117638735
1516,169483.51337352197
1517,174020.1077600465
1518,128235.65762770287
1519,222759.39795691866
1520,128643.64530331531
1521,133048.86471280694
1522,190418.45157533654
1523,83697.0993790059
1524,122882.15034113434
1525,104470.3831634316
1526,101184.2141113542
1527,93603.50771701342
1528,139781.5407954225
1529,141962.426763564
1530,192638.46926744885
1531,118601.23217782739
1532,119267.7165171954
1533,177839.15592000046
1534,121517.84685356222
1535,152695.4206116366
1536,115166.65923368774
1537,48033.72220624564
1538,193305.22642364254
1539,244620.66055279496
1540,125969.81156069809
1541,145562.3449324313
1542,142227.92139558936
1543,211402.04452777354
1544,86763.25436390174
1545,102769.673073148
1546,155257.03295899928
1547,147846.13265493314
1548,142120.20374932187
1549,119896.57016567915
1550,141833.61234899936
1551,136102.5055774072
1552,144373.9277369377
1553,181598.43437451863
1554,102775.81538613135
1555,186431.75604607104
1556,65147.50141166523
1557,106449.6904302467
1558,80973.03286645509
1559,89116.47573456279
1560,149161.0023352789
1561,118895.53599683294
1562,133604.8977735531
1563,115738.53134535468
1564,157714.3026800665
1565,129769.02066851058
1566,272853.88484079554
1567,42418.11527120444
1568,244601.27510694406
1569,116199.1502957893
1570,151908.37354741315
1571,130182.64021672664
1572,150941.098877042
1573,263680.0066470401
1574,137455.3373236038
1575,251035.7769986109
1576,270522.3779063354
1577,196828.42861630427
1578,130299.66711993504
1579,131317.22980544786
1580,200244.9333437759
1581,161776.5658333241
1582,122978.63063200132
1583,304231.3036272506
1584,227359.93396554262
1585,143393.91939592577
1586,9058.924972353852
1587,84525.76990059105
1588,178107.6292680236
1589,81021.20490229741
1590,131035.58761578571
1591,88483.84915039904
1592,125464.66472295346
1593,124531.12378997548
1594,122748.90938911634
1595,124846.77182422375
1596,213064.01491072666
1597,179338.13704948465
1598,217093.8250188773
1599,204175.71589834147
1600,195868.6499598785
1601,18936.197361249942
1602,126097.8379643932
1603,71468.1182516301
1604,273383.68452393694
1605,258189.54199842524
1606,157951.43220780307
1607,180607.74615967763
1608,218238.3857006984
1609,205276.80936400974
1610,146224.34653916204
1611,147327.1879179913
1612,184192.9347071448
1613,162997.20122279716
1614,126925.92353825347
1615,83286.4425771393
1616,59013.88962990296
1617,68893.51187381527
1618,101605.28842218698
1619,146558.31630283972
1620,183966.49166004802
1621,143971.5856986849
1622,135971.4646825677
1623,283271.73272849247
1624,236003.33785450112
1625,128222.08906112314
1626,173981.571368868
1627,189045.15649584754
1628,296199.1612854105
1629,191538.3568887602
1630,324110.62979461346
1631,201163.7625454696
1632,234312.023529187
1633,197868.1399300019
1634,192680.83783933314
1635,185797.2734334146
1636,154216.10181203007
1637,190356.39355149565
1638,208828.77214845404
1639,186602.71645653926
1640,257334.32767648206
1641,190074.12264717664
1642,251223.4903262295
1643,227217.00859111067
1644,236929.57480197764
1645,227442.58966602918
1646,169654.2310141928
1647,163123.48107423
1648,116713.68883575988
1649,137707.29067244363
1650,98541.98390185978
1651,96582.83551106078
1652,86195.71583150967
1653,88885.62563413498
1654,164672.60611515632
1655,136278.48927324876
1656,148417.63802120235
1657,165757.32326466986
1658,168750.00989279733
1659,103307.75525572465
1660,160937.4373830881
1661,385287.7623181399
1662,338789.4829723955
1663,350631.7562424525
1664,420971.0957587355
1665,293601.75943235715
1666,321053.611617674
1667,344258.71281235735
1668,330055.7770829543
1669,295110.99797028454
1670,327365.54075869033
1671,257635.8126652986
1672,347803.17130065156
1673,280124.3928355791
1674,239076.20918064992
1675,205867.53755876826
1676,206298.1928832185
1677,213603.62552587598
1678,411176.66298900725
1679,342741.17884876614
1680,322373.38420213375
1681,258496.26918308684
1682,302810.9986323855
1683,181839.2898424861
1684,188854.59802863744
1685,194148.75062976402
1686,182032.54250360036
1687,203244.58972982466
1688,210733.14813740054
1689,210875.57318794573
1690,216669.07927865526
1691,204271.10911920792
1692,274113.37229477
1693,205963.91385238527
1694,179968.9552898974
1695,170767.7391847676
1696,287223.45122447715
1697,168134.9039672272
1698,313299.4639715373
1699,315676.88891989784
1700,245380.58444560235
1701,268022.9655682056
1702,248945.406788043
1703,245817.56322107502
1704,280735.4193631024
1705,264599.69214648055
1706,386844.0386390304
1707,215903.61579497557
1708,204436.62080104425
1709,268546.9135964884
1710,230124.7677138908
1711,264282.4931724324
1712,256672.41986725104
1713,259472.59495448254
1714,226094.38767253901
1715,211490.46378109217
1716,194636.7903424631
1717,182692.29162284377
1718,147131.57004151185
1719,234987.56302280046
1720,261315.06926465852
1721,191125.5812961193
1722,142156.61414608802
1723,169544.66554463905
1724,221942.118908369
1725,254138.8757410498
1726,184346.12587854586
1727,166575.28703709465
1728,201705.4677548971
1729,171784.88385010237
1730,169760.85194500617
1731,113988.50982654665
1732,124768.61239497253
1733,106259.04485735256
1734,103588.33923612226
1735,131018.1597864519
1736,94402.27792414383
1737,302114.94285202073
1738,247432.36697725943
1739,231323.4860419144
1740,213548.4279600611
1741,189703.41309042383
1742,179035.10130978044
1743,202709.99049469983
1744,311400.6778008507
1745,238223.39557097826
1746,195055.56367957412
1747,255603.42019125118
1748,213231.66922944863
1749,160593.37535928906
1750,142957.22953976196
1751,261701.39449780257
1752,105311.11610038934
1753,146519.13594180287
1754,193401.7284845367
1755,183728.56695473415
1756,117283.47988747217
1757,120419.34451132454
1758,140245.56338167528
1759,168401.4503945206
1760,170149.96939232806
1761,158679.09697025857
1762,168260.980166937
1763,199985.17016301435
1764,102285.96819986706
1765,183608.8121931153
1766,200992.25898613266
1767,226307.6367409683
1768,146802.89308199316
1769,182750.04666696646
1770,181827.77593009954
1771,108348.89086411236
1772,143324.51055245288
1773,99813.17699636833
1774,150847.40464922105
1775,160601.50405964121
1776,149457.1710709397
1777,83991.96094329894
1778,158002.87254781055
1779,137401.7948138031
1780,196466.9545314417
1781,125073.25918554224
1782,50320.66880920093
1783,137551.85728253954
1784,88196.36660677381
1785,137088.5318139997
1786,144513.24597739632
1787,195775.57800516151
1788,5485.814171933045
1789,111783.53517985641
1790,51070.24430820311
1791,198345.43522848512
1792,167033.82492681604
1793,119588.50507630565
1794,186690.2364476866
1795,147221.4138319451
1796,159235.88711060619
1797,146987.08401629748
1798,111126.89244579204
1799,85331.05342531274
1800,117824.89814180066
1801,114643.6345014348
1802,131592.44677483628
1803,138733.3709909683
1804,131245.89526415477
1805,144130.13686451712
1806,129649.59318608209
1807,180690.99559186614
1808,140170.31561721425
1809,141952.20282481663
1810,151774.19384635327
1811,100982.30567923374
1812,101552.43292979657
1813,121293.94796916959
1814,54874.56204688194
1815,1588.8845174304442
1816,105909.95489564101
1817,119902.01320578181
1818,176601.35383082886
1819,119793.62961598311
1820,49101.14569586038
1821,93003.44467401138
1822,157613.73482361424
1823,23091.154016159766
1824,160731.61446619302
1825,138626.4904132745
1826,90756.22072638496
1827,83743.20676066953
1828,157379.17277668463
1829,145522.39021906117
1830,177201.6261848894
1831,153601.0091964152
1832,105331.47662239254
1833,160403.8386796615
1834,119772.54282412911
1835,162961.0182275558
1836,138483.40831946564
1837,111940.68995373778
1838,147869.7761842063
1839,50128.359800933686
1840,151291.3460032835
1841,145416.8443926989
1842,99271.95201448281
1843,145208.34793353215
1844,162740.7255375535
1845,121608.92808625603
1846,157243.3758293388
1847,166295.88635372854
1848,-19102.668327280204
1849,124809.7730480464
1850,127145.62480057002
1851,188319.53682329718
1852,129646.62416456058
1853,138188.57465614396
1854,182563.76840456954
1855,185933.73962297585
1856,219111.783030101
1857,155972.04977767408
1858,134607.08928172477
1859,101441.23655211751
1860,178908.804150771
1861,100397.43292208016
1862,298203.4233464126
1863,291742.22223839536
1864,291513.5499449852
1865,376191.65211223747
1866,335766.6097138362
1867,242252.73194939943
1868,302532.55233033083
1869,236279.29644290791
1870,242415.62272147232
1871,275247.93176191556
1872,194765.23420724567
1873,262469.85526297835
1874,127709.17907551565
1875,203045.63094279854
1876,192192.00109164472
1877,226196.98659258676
1878,221517.2723672734
1879,143606.8236240786
1880,114250.94954846136
1881,269603.5674384264
1882,264686.417110326
1883,197309.68002049284
1884,210334.51134290735
1885,273094.74089005485
1886,301744.1095423512
1887,245002.79967297983
1888,280403.177644184
1889,182828.75990334875
1890,113702.58983252314
1891,140577.9465328909
1892,82743.15692640538
1893,123474.51421484858
1894,136462.63238979643
1895,150199.63701070682
1896,136698.0034715081
1897,140248.62831686588
1898,125120.76396301156
1899,170931.7789980066
1900,157674.0980255374
1901,159111.81169813086
1902,138115.90146807162
1903,209594.40010372343
1904,134731.31077177025
1905,183749.61728296778
1906,126619.2583667044
1907,236817.4645407904
1908,92959.3818327979
1909,146656.0274768623
1910,115520.33814417874
1911,198520.53847122923
1912,298746.390530203
1913,151896.59514941683
1914,40692.521175090515
1915,309205.49093845347
1916,20649.862068517366
1917,268791.64924823644
1918,130539.32776878536
1919,186967.79448229438
1920,169292.50779540808
1921,352269.00267786026
1922,325818.9187195985
1923,252217.56955150558
1924,226675.08935772002
1925,210747.3787207441
1926,368411.7727549593
1927,138446.04702005256
1928,164561.7235223878
1929,127796.73310982296
1930,127126.29687241686
1931,142659.8678533407
1932,142830.26855859597
1933,192938.97335390732
1934,175040.97633343155
1935,178412.10431517888
1936,204041.40196670717
1937,180902.92264145624
1938,185146.39329494326
1939,239408.26936169536
1940,189838.25871180042
1941,163998.15937977756
1942,191312.5294017799
1943,220696.9494005378
1944,316824.64676686365
1945,362902.0983088377
1946,156490.91696542886
1947,313607.11510525784
1948,214402.9201648449
1949,259391.4717453775
1950,213129.39362379877
1951,281323.97881799785
1952,257177.5470724601
1953,189067.2888926676
1954,194497.1480652486
1955,147868.20698690665
1956,288360.4225568848
1957,155380.81962454238
1958,281374.4927058654
1959,163691.2745557311
1960,99448.65184669103
1961,124895.77033264848
1962,90600.22015825182
1963,103935.09180905519
1964,98264.58296995179
1965,149139.24509951757
1966,131645.630825778
1967,294476.7691145877
1968,354181.3192171018
1969,353914.07944895147
1970,361984.83872206055
1971,409405.7974973239
1972,352691.27673930535
1973,294101.46632001374
1974,305393.80748047086
1975,416786.56848108687
1976,266947.0756345893
1977,308462.9659201675
1978,313462.5952293561
1979,318586.23550057504
1980,197516.49736619755
1981,331787.46196770563
1982,228348.89424155353
1983,215940.98449785323
1984,189308.8525536415
1985,235789.3914712056
1986,225875.1923327026
1987,222503.15643397553
1988,182797.27230763627
1989,212899.6863169363
1990,222553.48184769446
1991,232068.75356548178
1992,235078.72929229963
1993,189620.57657818813
1994,248872.47443959475
1995,188615.49981449012
1996,244277.28123973284
1997,303469.3289782165
1998,296408.10841743706
1999,280572.6825511354
2000,295596.0321476931
2001,277625.2603051554
2002,250045.54174324116
2003,271462.5859394644
2004,304046.69574455195
2005,249007.08289487692
2006,229180.59300337164
2007,247134.96486301927
2008,228630.67690725453
2009,209442.17624394558
2010,216136.8337383994
2011,149581.6515273917
2012,183519.6348234362
2013,191891.22281450048
2014,201762.9866763442
2015,242327.62035234805
2016,202861.6979748043
2017,212998.76414312873
2018,108220.33333162777
2019,136146.02585949202
2020,108679.69320968492
2021,83326.26517646696
2022,201462.5734232467
2023,147573.13797808037
2024,261418.07176893312
2025,322138.5793522974
2026,171552.4891761915
2027,166900.24740947864
2028,158941.493619464
2029,158371.7091311363
2030,274493.4265587537
2031,251283.73685756102
2032,262375.8093303768
2033,257804.90274449522
2034,178611.55775476323
2035,199644.00437994392
2036,218188.98147925644
2037,219214.34320172624
2038,333002.3417158768
2039,265821.39924437227
2040,313786.80933038396
2041,345361.431003853
2042,196065.70659588455
2043,176324.2201358251
2044,179944.04752776877
2045,227774.40119142455
2046,143132.0929630337
2047,139958.17521588487
2048,143096.5439756327
2049,138094.07337633608
2050,176406.82413810206
2051,95162.31323194929
2052,91570.8469654625
2053,137683.12569350353
2054,79687.67361377674
2055,159189.94424933888
2056,143113.61872871057
2057,112050.47434032528
2058,218359.61718892903
2059,125871.3069281872
2060,187744.6478756174
2061,180583.94488430588
2062,123666.70202139398
2063,120096.02134357044
2064,146368.8197214483
2065,130488.3406986277
2066,173790.91596573533
2067,124528.66194994748
2068,148219.52619419753
2069,85674.3531254658
2070,106302.2668941752
2071,59365.21566432057
2072,160977.54887651
2073,126317.75715361233
2074,182086.90136636095
2075,166391.75178459863
2076,117710.46961857745
2077,151846.63755123218
2078,106360.43704638554
2079,152271.70324301184
2080,110451.01144654205
2081,118789.52618585707
2082,131484.2387796864
2083,154061.2090052808
2084,92166.10945883155
2085,95319.82355239085
2086,123449.48113281484
2087,116860.62520632765
2088,101918.67703106266
2089,38322.41692282882
2090,142262.66334669827
2091,95847.14688095305
2092,117280.2693387997
2093,151829.3755223361
2094,148180.41079072433
2095,171860.66593104543
2096,74922.12599197874
2097,92104.28766965261
2098,153376.78216656012
2099,-16528.991495621798
2100,59278.19972300442
2101,119370.23535029421
2102,152227.5190761662
2103,87979.44923454977
2104,166203.36569101294
2105,149646.77322310058
2106,9234.095474719245
2107,204900.29850295928
2108,106408.45606763865
2109,95613.3370601352
2110,140817.1935474903
2111,174193.75854833866
2112,135883.01276228117
2113,114026.03515866061
2114,125742.93210880744
2115,173370.74297464947
2116,111700.02386259381
2117,148381.2849922729
2118,144087.46238169313
2119,104104.2996828857
2120,112813.95929815504
2121,87089.16611944453
2122,99755.38051355496
2123,43411.44264999434
2124,169544.37980633054
2125,139228.99074446014
2126,150426.8198835675
2127,193483.27485462252
2128,141547.78003121272
2129,102270.63054565474
2130,143677.75381973427
2131,131226.29967517493
2132,142673.9810853388
2133,115104.69869364938
2134,143689.32706699794
2135,83515.4870149353
2136,87076.87340607075
2137,108138.81921888085
2138,151058.0631342032
2139,135398.39964359807
2140,134735.39354103548
2141,188882.49611921693
2142,115225.37710620725
2143,143624.77506096195
2144,131950.2582651804
2145,130334.8432501296
2146,191845.3644635279
2147,145805.24750180187
2148,144881.11823897605
2149,171902.35876575572
2150,254714.97302196754
2151,105173.37447910605
2152,196744.25715894063
2153,194214.78197875494
2154,120945.94142645237
2155,155845.35161994654
2156,258204.75391743073
2157,250119.99343786712
2158,254046.75997798712
2159,233433.30780252718
2160,217639.23312189683
2161,256357.07905853845
2162,362570.1888688115
2163,372557.4090303279
2164,253796.96482889945
2165,214972.14782218172
2166,146272.71829870262
2167,232446.70683079088
2168,199707.41599870104
2169,216400.0832305211
2170,229396.80919538022
2171,156630.3338462725
2172,150015.76310519385
2173,165952.55837807292
2174,233844.54741018705
2175,313163.5742474139
2176,322942.4535284532
2177,255715.61306911297
2178,240421.91311068946
2179,131649.47654170723
2180,208753.58479002415
2181,210321.5468878893
2182,229267.58473377934
2183,213296.4284000589
2184,118077.08127617679
2185,129203.78825666016
2186,198254.41669618132
2187,157414.00309235405
2188,165888.9133750681
2189,283452.3563325205
2190,82656.16491004452
2191,93792.43153284531
2192,93078.83245128038
2193,128363.35594950058
2194,102399.06400770316
2195,105039.99717287888
2196,111800.18014645588
2197,117425.9700337979
2198,181317.6109605751
2199,212478.4213035833
2200,144749.17061227618
2201,140022.11741284054
2202,211947.44883008135
2203,120230.61280784471
2204,160157.40636620176
2205,102907.20552244422
2206,149820.71916051197
2207,236246.14073560422
2208,232059.5748912513
2209,236896.39113111157
2210,127805.991935423
2211,110469.32180847856
2212,94391.69312343432
2213,116957.14800096035
2214,121070.07098521205
2215,92856.41208345728
2216,151973.3629643651
2217,-11837.147580502497
2218,77884.60007697612
2219,47504.47605187289
2220,45152.45618142956
2221,310330.48406699405
2222,270973.02958923916
2223,294118.7398319951
2224,220379.32390935192
2225,129502.16543249687
2226,172996.00952274684
2227,226373.83796596868
2228,288559.890169199
2229,275889.89208141505
2230,136529.81963868113
2231,229095.80035794017
2232,175188.91607514617
2233,205565.7633143131
2234,271676.3712785315
2235,234121.12518763563
